Date,Open,High,Low,Close,Adj Close,Volume
2019-06-11,45.900002,46.750000,45.900002,46.750000,33.609867,10459321
2019-06-12,46.500000,46.950001,46.200001,46.750000,33.609867,6919221
2019-06-13,46.500000,46.700001,45.799999,46.150002,33.178513,8387569
2019-06-14,45.799999,46.400002,45.799999,46.349998,33.322296,6032211
2019-06-17,46.200001,47.000000,46.099998,46.750000,33.609867,4284109
2019-06-18,46.799999,47.000000,46.599998,47.000000,33.789600,6689189
2019-06-19,47.000000,47.400002,46.799999,47.400002,34.077171,7811394
2019-06-20,47.500000,48.000000,47.200001,47.650002,34.256908,7078176
2019-06-21,47.650002,47.799999,46.650002,46.650002,33.537975,10972177
2019-06-24,46.799999,47.500000,46.700001,47.450001,34.113113,5605617
2019-06-25,47.049999,47.299999,46.799999,47.299999,34.005276,4932850
2019-06-26,47.400002,47.549999,47.099998,47.349998,34.041225,5042827
2019-06-27,47.500000,48.900002,47.450001,48.900002,35.155567,13640617
2019-06-28,48.349998,48.500000,47.549999,47.549999,34.185009,10677565
2019-07-01,47.599998,48.000000,47.549999,47.700001,34.292847,4401369
2019-07-02,48.099998,48.599998,47.849998,48.599998,34.939884,8474769
2019-07-03,48.299999,48.450001,47.750000,48.000000,34.508526,7913985
2019-07-04,48.099998,48.099998,47.299999,47.599998,34.220955,6965077
2019-07-05,47.799999,48.500000,47.799999,48.450001,34.832047,7003105
2019-07-08,48.500000,48.500000,47.750000,48.000000,34.508526,5994837
2019-07-09,48.400002,48.450001,47.900002,48.049999,34.544472,9536055
2019-07-10,48.200001,48.599998,47.900002,48.500000,34.867989,8955120
2019-07-11,48.299999,48.299999,46.700001,47.150002,33.897438,22314500
2019-07-12,46.200001,46.950001,45.500000,46.099998,33.142567,20959670
2019-07-15,46.150002,46.599998,45.650002,46.049999,33.106621,9524259
2019-07-16,46.400002,46.500000,46.000000,46.400002,33.358246,8402131
2019-07-17,46.799999,46.900002,46.099998,46.549999,33.466084,7695273
2019-07-18,46.700001,46.700001,46.049999,46.400002,33.358246,7211425
2019-07-19,46.200001,46.650002,46.099998,46.200001,33.214458,11560108
2019-07-22,46.900002,46.900002,46.200001,46.349998,33.322296,11860931
2019-07-23,46.799999,46.849998,46.049999,46.799999,33.645817,19007469
2019-07-24,43.200001,43.549999,42.900002,42.900002,32.804672,23186818
2019-07-25,42.750000,42.950001,42.000000,42.099998,32.192924,13051427
2019-07-26,42.250000,42.700001,41.950001,42.250000,32.307629,7707479
2019-07-29,42.099998,42.349998,42.000000,42.150002,32.231163,5421560
2019-07-30,42.250000,42.500000,42.049999,42.099998,32.192924,7233094
2019-07-31,42.099998,42.250000,41.650002,41.799999,31.963520,9489412
2019-08-01,41.450001,41.700001,41.200001,41.400002,31.657656,8384463
2019-08-02,41.000000,41.400002,40.700001,41.000000,31.351782,9159560
2019-08-05,40.950001,41.750000,40.900002,41.200001,31.504717,8356006
2019-08-06,40.900002,40.900002,40.250000,40.650002,31.084143,8081368
2019-08-07,40.849998,40.950001,40.349998,40.450001,30.931208,5817921
2019-08-08,40.700001,41.349998,40.599998,41.200001,31.504717,9239526
2019-08-12,41.299999,41.400002,40.700001,41.000000,31.351782,6261311
2019-08-13,40.799999,40.799999,40.400002,40.400002,30.892979,6333207
2019-08-14,40.900002,41.450001,40.799999,41.349998,31.619415,7444472
2019-08-15,41.700001,42.349998,41.700001,41.799999,31.963520,14261614
2019-08-16,42.000000,42.750000,41.950001,42.700001,32.651733,11034167
2019-08-19,43.099998,43.349998,42.549999,42.599998,32.575260,10827496
2019-08-20,42.599998,42.650002,42.099998,42.500000,32.498795,6916197
2019-08-21,42.500000,42.700001,42.049999,42.049999,32.154690,4871358
2019-08-22,42.500000,42.500000,41.900002,41.950001,32.078224,6534998
2019-08-23,41.950001,42.500000,41.950001,42.500000,32.498795,5447902
2019-08-26,42.049999,42.400002,41.950001,42.250000,32.307629,4767498
2019-08-27,42.299999,42.400002,41.750000,41.750000,31.925291,10667163
2019-08-28,41.900002,42.349998,41.900002,42.049999,32.154690,3965172
2019-08-29,42.400002,42.400002,42.049999,42.150002,32.231163,4671440
2019-08-30,42.500000,43.000000,42.500000,43.000000,32.881138,9546956
2019-09-02,43.049999,43.700001,43.049999,43.650002,33.378178,10011242
2019-09-03,43.849998,44.500000,43.650002,44.299999,33.875217,11053051
2019-09-04,44.200001,44.349998,43.900002,44.049999,33.684048,6459736
2019-09-05,44.049999,44.450001,44.049999,44.049999,33.684048,5578490
2019-09-06,44.299999,44.299999,43.849998,43.849998,33.531109,7497900
2019-09-10,44.950001,45.049999,43.700001,43.849998,33.531109,7928773
2019-09-11,43.849998,44.349998,43.250000,43.650002,33.378178,9063527
2019-09-12,44.000000,44.299999,43.799999,43.799999,33.492878,5785680
2019-09-16,44.000000,44.700001,43.900002,44.250000,33.836983,6736157
2019-09-17,44.250000,44.349998,43.849998,44.000000,33.645817,4317998
2019-09-18,44.049999,44.299999,43.950001,44.000000,33.645817,6711951
2019-09-19,44.049999,44.150002,43.549999,43.599998,33.339943,7036436
2019-09-20,43.650002,43.900002,43.500000,43.650002,33.378178,7163427
2019-09-23,43.650002,43.650002,43.099998,43.150002,32.995834,9199111
2019-09-24,43.450001,43.549999,43.049999,43.299999,33.110538,6551067
2019-09-25,43.650002,43.650002,43.049999,43.250000,33.072304,7782473
2019-09-26,43.500000,43.549999,43.200001,43.450001,33.225243,4437357
2019-09-27,43.599998,43.650002,43.200001,43.299999,33.110538,4386443
2019-10-01,43.250000,43.450001,43.000000,43.250000,33.072304,5813916
2019-10-02,43.000000,43.049999,42.599998,42.700001,32.651733,4833276
2019-10-03,42.299999,43.150002,42.250000,42.349998,32.384098,6749839
2019-10-04,42.299999,42.549999,41.900002,42.049999,32.154690,6964440
2019-10-07,42.200001,42.400002,42.049999,42.400002,32.422329,1930978
2019-10-08,42.400002,43.000000,42.400002,42.849998,32.766438,5230447
2019-10-09,42.849998,43.000000,42.250000,42.299999,32.345863,5475908
2019-10-14,42.650002,42.900002,42.549999,42.900002,32.804672,4264511
