Date,Open,High,Low,Close,Adj Close,Volume
2019-06-11,16.421568,16.470589,16.323528,16.372549,12.919667,574992
2019-06-12,16.372549,16.372549,15.882352,15.980392,12.610214,1624628
2019-06-13,15.882352,16.078430,15.833333,15.882352,12.532849,714318
2019-06-14,15.882352,16.274509,15.882352,16.225491,12.803622,698950
2019-06-17,16.225491,16.519608,16.176470,16.421568,12.958347,1028198
2019-06-18,16.470589,16.519608,16.225491,16.372549,12.919667,805303
2019-06-19,16.568626,16.617647,16.274509,16.519608,13.035710,1794370
2019-06-20,16.519608,16.764706,16.519608,16.666666,13.151755,1479564
2019-06-21,16.715687,16.764706,16.372549,16.372549,12.919667,1020775
2019-06-24,16.421568,16.666666,16.372549,16.666666,13.151755,675814
2019-06-25,16.666666,16.666666,16.470589,16.617647,13.113073,595211
2019-06-26,16.666666,16.813725,16.568626,16.813725,13.267799,1601851
2019-06-27,16.813725,16.960785,16.764706,16.911764,13.345163,1653659
2019-06-28,16.911764,16.960785,16.617647,16.764706,13.229120,1607465
2019-07-01,16.764706,16.813725,16.715687,16.764706,13.229120,926748
2019-07-02,16.764706,16.813725,16.568626,16.666666,13.151755,963093
2019-07-03,16.666666,16.666666,16.421568,16.470589,12.997029,1276695
2019-07-04,16.519608,16.519608,16.372549,16.372549,12.919667,744193
2019-07-05,16.372549,16.568626,16.372549,16.568626,13.074392,438585
2019-07-08,16.568626,16.617647,16.470589,16.617647,13.113073,494702
2019-07-09,16.617647,16.715687,16.470589,16.715687,13.190438,443974
2019-07-10,16.715687,16.715687,16.568626,16.617647,13.113073,395875
2019-07-11,16.568626,16.617647,16.421568,16.519608,13.035710,934006
2019-07-12,16.568626,16.617647,16.421568,16.617647,13.113073,537187
2019-07-15,16.568626,16.666666,16.568626,16.617647,13.113073,373390
2019-07-16,16.617647,16.666666,16.568626,16.617647,13.113073,482970
2019-07-17,16.617647,16.715687,16.519608,16.568626,13.074392,870847
2019-07-18,16.568626,16.568626,16.470589,16.519608,13.035710,454427
2019-07-19,16.519608,16.519608,16.421568,16.519608,13.035710,829365
2019-07-22,16.470589,16.519608,16.323528,16.421568,12.958347,760727
2019-07-23,16.421568,16.421568,16.323528,16.372549,12.919667,524321
2019-07-24,16.372549,16.372549,16.225491,16.274509,12.842303,864634
2019-07-25,16.372549,16.372549,16.225491,16.323528,12.880984,364481
2019-07-26,16.225491,16.372549,16.225491,16.323528,12.880984,429690
2019-07-29,16.274509,16.372549,16.225491,16.372549,12.919667,455034
2019-07-30,16.323528,16.421568,16.274509,16.421568,12.958347,599237
2019-07-31,16.323528,16.372549,16.225491,16.323528,12.880984,684740
2019-08-01,16.274509,16.274509,15.980392,16.176470,12.764939,1147074
2019-08-02,16.127451,16.127451,15.882352,15.931372,12.571531,759429
2019-08-05,15.931372,15.931372,15.588235,15.784313,12.455486,1129525
2019-08-06,15.588235,15.588235,15.343137,15.539215,12.262078,708710
2019-08-07,15.539215,15.784313,15.539215,15.784313,12.455486,505498
2019-08-08,15.833333,15.931372,15.833333,15.882352,12.532849,214316
2019-08-12,15.882352,15.931372,15.784313,15.882352,12.532849,259517
2019-08-13,15.784313,15.882352,15.637254,15.637254,12.339440,728095
2019-08-14,15.784313,15.784313,15.686274,15.735294,12.416805,413379
2019-08-15,15.784313,16.176470,15.784313,16.127451,12.726257,2407893
2019-08-16,16.176470,16.274509,16.127451,16.225491,12.803622,1130890
2019-08-19,16.274509,16.421568,16.274509,16.421568,12.958347,1205514
2019-08-20,16.421568,16.470589,16.323528,16.323528,12.880984,1078402
2019-08-21,16.274509,16.372549,16.274509,16.274509,12.842303,943568
2019-08-22,16.274509,16.372549,16.176470,16.225491,12.803622,996969
2019-08-23,16.225491,16.323528,16.127451,16.225491,12.803622,1318065
2019-08-26,16.176470,16.225491,16.029411,16.176470,12.764939,1156013
2019-08-27,16.078430,16.176470,16.078430,16.078430,12.687575,3223954
2019-08-28,16.078430,16.127451,16.029411,16.078430,12.687575,2756783
2019-08-29,15.196078,15.294117,15.147058,15.196078,12.769964,1868800
2019-08-30,15.294117,15.490196,15.294117,15.441176,12.975929,1411922
2019-09-02,15.539215,15.784313,15.539215,15.784313,13.264284,2722790
2019-09-03,15.833333,16.176470,15.833333,16.078430,13.511444,2672855
2019-09-04,16.127451,16.127451,15.882352,16.029411,13.470251,1877609
2019-09-05,16.078430,16.078430,15.980392,16.078430,13.511444,455790
2019-09-06,16.078430,16.176470,15.980392,16.176470,13.593831,573639
2019-09-10,16.421568,16.960785,16.372549,16.960785,14.252929,3926829
2019-09-11,17.009804,17.009804,16.715687,16.911764,14.211733,2925321
2019-09-12,16.862745,17.156862,16.813725,17.156862,14.417701,1806288
2019-09-16,17.156862,17.450979,17.156862,17.352942,14.582476,1595593
2019-09-17,17.401960,17.450979,16.911764,16.960785,14.252929,1355559
2019-09-18,17.058823,17.450979,17.058823,17.450979,14.664860,1651734
2019-09-19,17.450979,17.500000,17.156862,17.254902,14.500087,923538
2019-09-20,17.549019,18.235294,17.549019,17.843138,14.994408,5704262
2019-09-23,17.892157,18.186274,17.892157,17.990196,15.117989,1939205
2019-09-24,18.137255,18.284313,18.039215,18.284313,15.365149,1794926
2019-09-25,18.235294,18.235294,17.990196,18.137255,15.241570,831717
2019-09-26,18.088236,18.186274,17.990196,18.039215,15.159183,1138728
2019-09-27,17.941175,18.039215,17.745098,17.892157,15.035602,1496924
2019-10-01,17.843138,18.088236,17.843138,18.039215,15.159183,686518
2019-10-02,18.088236,18.186274,17.892157,18.137255,15.241570,988331
