Date,Open,High,Low,Close,Adj Close,Volume
2019-06-11,18.980581,18.980581,18.932037,18.980581,14.730153,101233
2019-06-12,18.980581,18.980581,18.883495,18.932037,14.692481,81554
2019-06-13,18.932037,18.932037,18.834951,18.932037,14.692481,125388
2019-06-14,18.932037,19.029125,18.883495,19.029125,14.767826,151415
2019-06-17,19.029125,19.126213,19.029125,19.029125,14.767826,129282
2019-06-18,19.126213,19.126213,19.029125,19.029125,14.767826,84051
2019-06-19,19.029125,19.320389,19.029125,19.223301,14.918519,351934
2019-06-20,19.271845,19.320389,19.126213,19.223301,14.918519,121826
2019-06-21,19.223301,19.271845,19.126213,19.126213,14.843173,149007
2019-06-24,19.126213,19.320389,19.077669,19.223301,14.918519,243547
2019-06-25,19.271845,19.320389,19.271845,19.320389,14.993864,141249
2019-06-26,19.320389,19.368933,19.271845,19.368933,15.031538,112367
2019-06-27,19.368933,19.466019,19.320389,19.417475,15.069211,260140
2019-06-28,19.417475,19.417475,19.320389,19.368933,15.031538,204119
2019-07-01,19.368933,19.417475,19.320389,19.368933,15.031538,192082
2019-07-02,19.368933,19.466019,19.320389,19.466019,15.106885,167434
2019-07-03,19.466019,19.466019,19.320389,19.320389,14.993864,165100
2019-07-04,19.417475,19.417475,19.320389,19.417475,15.069211,333905
2019-07-05,19.514563,19.514563,19.417475,19.417475,15.069211,196525
2019-07-08,19.417475,19.466019,19.368933,19.417475,15.069211,119522
2019-07-09,19.368933,19.417475,19.271845,19.368933,15.031538,201214
2019-07-10,19.368933,19.611650,19.368933,19.611650,15.219904,577865
2019-07-11,19.611650,19.611650,19.466019,19.514563,15.144556,387081
2019-07-12,19.514563,19.563107,19.368933,19.417475,15.069211,1029125
2019-07-15,18.640776,18.689320,18.543690,18.543690,15.148522,674683
2019-07-16,18.640776,18.640776,18.543690,18.592234,15.188180,142596
2019-07-17,18.592234,18.689320,18.495146,18.592234,15.188180,285066
2019-07-18,18.592234,18.640776,18.495146,18.495146,15.108869,230293
2019-07-19,18.495146,18.543690,18.446602,18.495146,15.108869,476383
2019-07-22,18.543690,18.592234,18.495146,18.495146,15.108869,106841
2019-07-23,18.495146,18.543690,18.495146,18.495146,15.108869,169954
2019-07-24,18.495146,18.543690,18.398058,18.398058,15.029556,552708
2019-07-25,18.398058,18.543690,18.398058,18.398058,15.029556,130540
2019-07-26,18.398058,18.495146,18.349514,18.398058,15.029556,231530
2019-07-29,18.398058,18.446602,18.398058,18.446602,15.069212,76935
2019-07-30,18.446602,18.446602,18.349514,18.446602,15.069212,145822
2019-07-31,18.446602,18.446602,18.349514,18.349514,14.989900,422875
2019-08-01,18.349514,18.349514,18.252426,18.300970,14.950244,143941
2019-08-02,18.300970,18.300970,18.203882,18.252426,14.910587,303104
2019-08-05,18.203882,18.252426,18.155338,18.203882,14.870932,262377
2019-08-06,18.058252,18.155338,18.009708,18.155338,14.831275,331661
2019-08-07,18.155338,18.203882,18.058252,18.106796,14.791621,166471
2019-08-08,18.106796,18.203882,18.058252,18.203882,14.870932,297240
2019-08-12,18.106796,18.155338,18.009708,18.106796,14.791621,243273
2019-08-13,18.106796,18.155338,18.058252,18.106796,14.791621,75287
2019-08-14,18.203882,18.203882,18.106796,18.155338,14.831275,449542
2019-08-15,18.058252,18.252426,18.058252,18.252426,14.910587,295185
2019-08-16,18.252426,18.349514,18.203882,18.252426,14.910587,151186
2019-08-19,18.300970,18.398058,18.300970,18.398058,15.029556,140653
2019-08-20,18.398058,18.446602,18.300970,18.398058,15.029556,77647
2019-08-21,18.349514,18.446602,18.300970,18.349514,14.989900,180171
2019-08-22,18.349514,18.446602,18.300970,18.349514,14.989900,72698
2019-08-23,18.398058,18.398058,18.252426,18.349514,14.989900,114171
2019-08-26,18.155338,18.203882,18.106796,18.155338,14.831275,76907
2019-08-27,18.203882,18.252426,18.009708,18.252426,14.910587,713202
2019-08-28,18.252426,18.252426,18.106796,18.203882,14.870932,58104
2019-08-29,18.203882,18.203882,18.106796,18.106796,14.791621,82268
2019-08-30,18.106796,18.252426,18.106796,18.252426,14.910587,120525
2019-09-02,18.252426,18.349514,18.106796,18.203882,14.870932,112715
2019-09-03,18.203882,18.300970,18.203882,18.203882,14.870932,61782
2019-09-04,18.203882,18.398058,18.155338,18.398058,15.029556,243361
2019-09-05,18.398058,18.398058,18.252426,18.398058,15.029556,61381
2019-09-06,18.349514,18.349514,18.203882,18.252426,14.910587,145613
2019-09-10,18.252426,18.349514,18.203882,18.300970,14.950244,112983
2019-09-11,18.300970,18.349514,18.155338,18.155338,14.831275,426081
2019-09-12,18.155338,18.300970,18.155338,18.300970,14.950244,119810
2019-09-16,18.300970,18.398058,18.300970,18.349514,14.989900,147882
2019-09-17,18.349514,18.349514,18.300970,18.349514,14.989900,124273
2019-09-18,18.349514,18.446602,18.300970,18.349514,14.989900,296638
2019-09-19,18.349514,18.446602,18.252426,18.300970,14.950244,148291
2019-09-20,18.300970,18.398058,18.252426,18.300970,14.950244,422811
2019-09-23,18.300970,18.398058,18.252426,18.252426,14.910587,119036
2019-09-24,18.252426,18.300970,18.203882,18.252426,14.910587,165053
2019-09-25,18.203882,18.300970,18.155338,18.252426,14.910587,449550
2019-09-26,18.252426,18.252426,18.106796,18.155338,14.831275,261661
2019-09-27,18.155338,18.155338,18.009708,18.058252,14.751963,530640
2019-10-01,18.009708,18.155338,18.009708,18.106796,14.791621,140026
2019-10-02,18.058252,18.155338,18.058252,18.106796,14.791621,78875
2019-10-03,18.106796,18.106796,18.058252,18.058252,14.751963,108589
2019-10-04,18.058252,18.058252,18.009708,18.058252,14.751963,210805
2019-10-07,18.058252,18.106796,17.961164,18.106796,14.791621,162847
2019-10-08,18.058252,18.106796,18.058252,18.106796,14.791621,92157
2019-10-09,18.106796,18.155338,18.009708,18.058252,14.751963,186756
2019-10-14,18.106796,18.155338,18.058252,18.106796,14.791621,203523
2019-10-15,18.106796,18.106796,18.058252,18.106796,14.791621,209534
2019-10-16,18.106796,18.300970,18.106796,18.300970,14.950244,275170
2019-10-17,18.300970,18.349514,18.300970,18.300970,14.950244,204198
2019-10-18,18.300970,18.349514,18.252426,18.300970,14.950244,123933
2019-10-21,18.300970,18.543690,18.300970,18.398058,15.029556,751660
